location_id,name,lat,long,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31
2275,PADARUPALLE,14.398611,79.968611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11333333333333334,0.33999999999999997,0.8500000000000001,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6339,Agricultral_Market_Yard_ARG,14.484539,78.828794,1.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,7.933333333333334,0.12142857142857144,0.0,0.6799999999999999,3.1571428571428575,16.635714285714283,16.635714285714283,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6716,Butchayyapeta_ARG,17.91492,82.81529,15.5,0.0,0.0,0.0,0.0,7.2,0.0,9.200000000000001,0.0,4.5,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5333333333333333,0.0,0.5,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6748,Buddareddipalle_ARG,14.317,77.876,0.5,-99999.999,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,0.0,-99999.999,-99999.999,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6646,Bondapalle_ARG,18.254159,83.833385,0.0,0.25,0.0,0.0,0.0,22.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,1.6,-99999.999,-99999.999,-99999.999,2.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6492,Pedakakani_ARG,16.2012,80.2917,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,9.45,23.700000000000003,0.15000000000000002,8.25,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1690,JUPADU BUNGALOW Station1,15.863326,78.385284,0.0,0.0,0.0,0.0,0.0,1.9500000000000002,5.85,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
2036,GARBHAM,18.365668,83.454076,10.25,0.0,0.0,0.0,0.0,3.4499999999999997,0.0,0.0,3.4499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,10.05,0.0,0.0,0.0,8.75,0.0,7.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1702,PEAPALLY Station1,15.233811,77.740541,0.0,0.0,0.0,0.0,0.0,0.0,10.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1477,PEDATADEPALLE,16.811022,81.532669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-99999.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6882,Gorantla_ARG,15.653,77.847,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6565,MVP_Circle_ARG,17.74304,83.338731,0.0,0.0,0.0,0.0,0.0,16.523529411764706,0.103921568627451,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.30576923076923074,0.0,1.0392156862745099,0.0,0.5,0.0,1.25,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6558,Muppalla_ARG,16.1927,80.054,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9500000000000002,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
7004,Tatipudi_ARG,18.21,83.546,0.0,0.0,0.0,0.0,0.0,48.666666666666664,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6526,Duggirala_ARG,16.32764,80.628045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.200000000000003,0.0,0.15000000000000002,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6847,Peddapalakalue_ARG,16.164717,80.055633,2.5,0.0,0.0,0.0,0.0,0.0,0.2153846153846154,0.0,0.7538461538461537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6461538461538462,16.26153846153846,7.3500000000000005,0.0,13.416666666666666,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6706,Sarapavaram_ARG,16.965236,82.322201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142857142857144,0.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.1142857142857143,0.2285714285714286,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
1839,BUTTAYAGUDEM Station1,17.204678,81.320369,15.5,0.0,0.0,0.0,0.0,0.0,3.2,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
6908,Jeenepalle_ARG,15.11515,78.1323,0.0,0.0,0.0,0.0,0.0,0.0,51.300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.999,-99999.999,-99999.999,-99999.999,-99999.999
