District,Count,Capacity,,Mandal,Count,Capacity,,Village,Count,Capacity,,Basin,Count,Capacity,,Mandal,Count,Capacity,,Sub basin,Count,Capacity
,,,,,,,,Itikalakunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Itikalapalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Itimarpuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,J.G.Khandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jadabapanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jafala Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jagadurthi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jagamreddi Khandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jagannadha Puram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Jagannadhapuram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Jagannadharaja Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jagarajupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jagarlamudi,8,0.002824,,,,,,,,,,,,
,,,,,,,,Jagathi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jaggudoravalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jajarakal,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jakkalacheruvu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Jakkidona,3,0.001059,,,,,,,,,,,,
,,,,,,,,Jaladanki,6,0.002118,,,,,,,,,,,,
,,,,,,,,Jaladurgam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jalakanur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jalliganipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Jallivani Pullala Cheruvu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jambada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jammalamadaka,5,0.001765,,,,,,,,,,,,
,,,,,,,,Jammana Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Janardhanapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jandla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jangalapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jangamguntla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jangamreddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jarali,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jarravaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jarribadra,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jarutla Rampuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jayampu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jayapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Jeegiram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jeenulakunta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Jilledubudakala,12,0.004236,,,,,,,,,,,,
,,,,,,,,Jillellagudem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Joduru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jogannapeta,7,0.002471,,,,,,,,,,,,
,,,,,,,,Joladarasi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Joniganuru,6,0.002118,,,,,,,,,,,,
,,,,,,,,Jonna Thali Agraharam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jonnagiri,5,0.001765,,,,,,,,,,,,
,,,,,,,,Jonnalakothapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Joolakalva,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jounipalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Jowkulapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jowkupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jullunda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Junjurampalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Jutur,8,0.002824,,,,,,,,,,,,
,,,,,,,,Juvvi Gunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,K.Bitragunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,K.Rajupalem,5,0.001765,,,,,,,,,,,,
,,,,,,,,K.S.Agraharam,2,0.000706,,,,,,,,,,,,
,,,,,,,,K.Uppalapadu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kacharavedu,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kadadarabenchi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kadapanatham,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadasani Kothapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadavakallu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kadirayacheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadirepalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kadiri (Rural),8,0.002824,,,,,,,,,,,,
,,,,,,,,Kadiri Brahmanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadirinathunikota,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadiripulakunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadivedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kadivella,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kadumur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kadur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kakaravai,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kakarla,13,0.004589,,,,,,,,,,,,
,,,,,,,,Kakavedu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kakivaya,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kakkalapalle (Rural),1,0.000353,,,,,,,,,,,,
,,,,,,,,Kakulavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kakutur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kalagalla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalagara,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kalagatla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalagurthipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalakada,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kalakadadoddi Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalasamudram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kalathur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalavakuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kalavala Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalavalapalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalavalla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kalekurthi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kaliambakam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kalibanda,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kalicherla,13,0.004589,,,,,,,,,,,,
,,,,,,,,Kaligiri,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kalikapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kalikirireddivari Palle,13,0.004589,,,,,,,,,,,,
,,,,,,,,Kalikivaya,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalludevanahalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kallumarri,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kallupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalluru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kalpanayunicheruvu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kalugotla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kaluzuwwalapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kalva,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalvagunta,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kalvapalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kalvatala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalyanapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalyandurg (Rural),7,0.002471,,,,,,,,,,,,
,,,,,,,,Kamachinnaiahpalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Kamalakuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kamalapadu,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kamalayyavaripalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kamarupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kamasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kamathampalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kamayyakunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kambadur,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kambham Padu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kambhampalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kambhamvaripalle,12,0.004236,,,,,,,,,,,,
,,,,,,,,Kame Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kaminahal,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kaminayanipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kaminenipalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kammapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kammavaripalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kampamalla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kampasamudram,11,0.003883,,,,,,,,,,,,
,,,,,,,,Kamuru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kanaganapalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Kanamanambedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanamapacharla Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kanathalacheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanchanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kancharagunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanchi Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kanchipuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanchisamudram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kandadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kandakur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kandalla Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kandikapula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kandlaguduru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kandra,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kandukuru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kandula Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kandulagudem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanekal,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kangundi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kangundi R.F,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kanimetta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kankanala Palle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kankanam Padu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kankanam Padu Agraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kankanapalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kannamadakala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kannavaram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kannepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kannikapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kantragada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanugamakulapalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kanumukkala,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kanumuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanuparthi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kanupurupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kanuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kappala Banda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kappalle,20,0.00706,,,,,,,,,,,,
,,,,,,,,Kapugunneri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Karadikonda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Karajada,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karakamukkala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karasanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Karasuvalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Karedu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kariganipalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Karikera,3,0.001059,,,,,,,,,,,,
,,,,,,,,Karinireddipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karivemula,8,0.002824,,,,,,,,,,,,
,,,,,,,,Karkavalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karlaguda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Karlemma,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karthanaparthi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Karumanchi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Karumani Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Karuru  @  Krishnagiri,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karvetinagar,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kasapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kasaram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kasavarajapura Agraharam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kasidoravalasa,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kasimmitta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kassamudram,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kasturipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kata Kani Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kateneniyerragudi,5,0.001765,,,,,,,,,,,,
,,,,,,,,Katepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kathaluru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Katherapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Katikapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Katimayakunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Katiperi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Katnagallu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Katragunta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Katrayapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kattakinda Palli,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kattakinda Venkatapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kattakindapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kattulakaviti,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kavala Kuntla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kavalakuntla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kavalipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kavanur,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kaverimaharajulungariagraharam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kaverisamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kavetigaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kavetipuram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kaviti,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kayam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Keelapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Keelapatla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Keelapudi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kekathi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kellam Palle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kempasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kenamakulapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kerangi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kerasingi,7,0.002471,,,,,,,,,,,,
,,,,,,,,Keratam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kesali,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kesapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kesavabhotla Palem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kesavakuppam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kesavaram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kethaganicheruvu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kethagudipi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Khairevu,13,0.004589,,,,,,,,,,,,
,,,,,,,,Khallada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Khambhamvaripalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Killakupodu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kinthali,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kirikera,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kitchamambapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kobaka,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kodavandlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kodavatikallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kodiganipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kodigudla Padu (West),1,0.000353,,,,,,,,,,,,
,,,,,,,,Kodihalli,12,0.004236,,,,,,,,,,,,
,,,,,,,,Kodikonda,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kodukarakavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kodur,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kodur (East),4,0.001412,,,,,,,,,,,,
,,,,,,,,Koduru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kogathi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kogileru,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kogira,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kojjepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kokkanti,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kolabhimunipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kolaganahalli,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kolala Pudi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kolamadugu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kolathur,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kolimigundla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kollabylu (Rural),2,0.000706,,,,,,,,,,,,
,,,,,,,,Kolladam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kollagunta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kollapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kollupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Komanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Komaragunta,19,0.006707,,,,,,,,,,,,
,,,,,,,,Komarolu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Komatigunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Komatikuntla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kommaddi,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kommala Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kommanavaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kommaneturu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kommavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kommipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kommunuru,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kommuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kona,6,0.002118,,,,,,,,,,,,
,,,,,,,,Konagani Vari Palem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konakanamitla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Konakondla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Konampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konanki,3,0.001059,,,,,,,,,,,,
,,,,,,,,Konapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konasamudram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konda Manjulur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konda Reddi Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konda Valasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondabaina Palle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kondabaridi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondagattupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondagunta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kondajutur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondakamarla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kondakaraka Valasa @ Janavarivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondakindam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondakindapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondalogam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondaluddandi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondamanayanipalem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kondamarri,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kondameeda Konduru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondamulagam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondapallivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondaparva,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondapi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kondapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kondareddi Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondasamudram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kondathamarapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondavada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondavalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondavelagada,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kondaya Palem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kondupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kondur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konduru,6,0.002118,,,,,,,,,,,,
,,,,,,,,Konerugunta,5,0.001765,,,,,,,,,,,,
,,,,,,,,Konerukuppam,6,0.002118,,,,,,,,,,,,
,,,,,,,,Koneswarabhatlapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kongala Veedu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konganapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Konidena,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konkadaputti,2,0.000706,,,,,,,,,,,,
,,,,,,,,Konkallu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kontabono,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kontanapalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Konuppalapadu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Konuru,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kopparam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Koppedu Acharyula Khandriga,1,0.000353,,,,,,,,,,,,
,,,,,,,,Koridi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Korisapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Korlakunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Korlam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Korlamanda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Korrakodu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Korrapatupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Korumanipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kosigi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kosuvaripalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kotabylu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kotachembagiri,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kotagaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kotala,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kotala Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotanka,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kotapadu,14,0.004942,,,,,,,,,,,,
,,,,,,,,Kotapalem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kotapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kotapoluru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotari,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotarlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotarvedu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kotathippala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotha Kota,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kotha Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kothajagadevapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kothakota,30,0.01059,,,,,,,,,,,,
,,,,,,,,Kothapalem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kothapalle,15,0.005295,,,,,,,,,,,,
,,,,,,,,Kothapeta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kotharamavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kothuru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kothuru Venkatapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kotipi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kotlapalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kovanur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kovur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Krakuturu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Krishna Puram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Krishnadasanapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Krishnampalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Krishnapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Krishnapuram Dinne,5,0.001765,,,,,,,,,,,,
,,,,,,,,Krishnasamudram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kristipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kuchipudi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kudair,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kudapa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kudiri,1,0.000353,,,,,,,,,,,,
