District,Count,Capacity,,Mandal,Count,Capacity,,Village,Count,Capacity,,Basin,Count,Capacity,,Subbasin,Count,Capacity,,Microbasin,Count,Capacity
,,,,,,,,Govindapuram,6,0.002118,,,,,,,,,,,,
,,,,,,,,Govindawada,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gowduguranti,22,0.007766,,,,,,,,,,,,
,,,,,,,,Gowkanapalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Gowrivaripalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Gubagundam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gudarevupalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Guddipa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gudem,6,0.002118,,,,,,,,,,,,
,,,,,,,,Gudemcheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gudepuvalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gudibanda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gudigeddavenkata Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gudimallam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gudimetla,14,0.004942,,,,,,,,,,,,
,,,,,,,,Gudipadu,12,0.004236,,,,,,,,,,,,
,,,,,,,,Gudipala,4,0.001412,,,,,,,,,,,,
,,,,,,,,Gudipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gudivada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gudladona,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gudlavaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gudupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Guduru Moravai Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gugudu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Gujjuvada,3,0.001059,,,,,,,,,,,,
,,,,,,,,Gulapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gullipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gumadam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gummadapuram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Gummagatta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gummallapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gummanampadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gummanur,6,0.002118,,,,,,,,,,,,
,,,,,,,,Gumparlapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gunalapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gundala,6,0.002118,,,,,,,,,,,,
,,,,,,,,Gundla Kattamanchi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gundlacheruvu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Gundlakonda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Gundlapalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Gundloor,3,0.001059,,,,,,,,,,,,
,,,,,,,,Gundluru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gundrajukuppam,6,0.002118,,,,,,,,,,,,
,,,,,,,,Gundrevula,7,0.002471,,,,,,,,,,,,
,,,,,,,,Gundubadu UI,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gundugallu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Gundusettipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Gunjarlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gunjepalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gunjugudem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gunnathotavalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gunnempudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gunnikuntla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Guntachennam Palle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Guntakal (Rural),2,0.000706,,,,,,,,,,,,
,,,,,,,,Guntimadugu,6,0.002118,,,,,,,,,,,,
,,,,,,,,Guntipalle,12,0.004236,,,,,,,,,,,,
,,,,,,,,Guntu Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Guntuvaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gunupuru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Gurandi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Guravaigudem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Guriginjakunta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Gurije Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gurijepalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gurjala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gurla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gurrala Madugu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gurrambailu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Gurramkonda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Gurrappadia,3,0.001059,,,,,,,,,,,,
,,,,,,,,Gurrapusala,4,0.001412,,,,,,,,,,,,
,,,,,,,,Gurukavaripalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Gushini,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gutchimi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gutlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Guttapalem,9,0.003177,,,,,,,,,,,,
,,,,,,,,Gutturu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Gutupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Gyarampalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,H.Hossahalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Haddubhangi,9,0.003177,,,,,,,,,,,,
,,,,,,,,Haligera,2,0.000706,,,,,,,,,,,,
,,,,,,,,Halukuru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Hampa,13,0.004589,,,,,,,,,,,,
,,,,,,,,Hanakanahal,31,0.010943,,,,,,,,,,,,
,,,,,,,,Handri Khairawadi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Hanumantha Puram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Hanumanthapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Hanumanthulova,1,0.000353,,,,,,,,,,,,
,,,,,,,,Haresamudram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Harichandrapuram,12,0.004236,,,,,,,,,,,,
,,,,,,,,Haripuram,7,0.002471,,,,,,,,,,,,
,,,,,,,,Hasanapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Hastavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Hathi Belgal,2,0.000706,,,,,,,,,,,,
,,,,,,,,Haveli Sodanapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Hazee Puram,11,0.003883,,,,,,,,,,,,
,,,,,,,,Hazis Puram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Hemavathi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Herojipuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,HILL,5,0.001765,,,,,,,,,,,,
,,,,,,,,Hissara Murvari,1,0.000353,,,,,,,,,,,,
,,,,,,,,Holagunda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Honnali,2,0.000706,,,,,,,,,,,,
,,,,,,,,Hulikal,2,0.000706,,,,,,,,,,,,
,,,,,,,,Hulikera,6,0.002118,,,,,,,,,,,,
,,,,,,,,Hulikeradevarahalli,8,0.002824,,,,,,,,,,,,
,,,,,,,,Husainapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Hussain Puram,3,0.001059,,,,,,,,,,,,
,,,,,,,,I.S.Raghavapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Idupur,4,0.001412,,,,,,,,,,,,
,,,,,,,,Ilavera,1,0.000353,,,,,,,,,,,,
,,,,,,,,Illathuru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Illurukothapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Immadi Cheruvu,6,0.002118,,,,,,,,,,,,
,,,,,,,,Inagalore,4,0.001412,,,,,,,,,,,,
,,,,,,,,Inagalur,11,0.003883,,,,,,,,,,,,
,,,,,,,,Indla Cheruvu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Indlur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Indugapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Inimerla,12,0.004236,,,,,,,,,,,,
,,,,,,,,Ippagunta,6,0.002118,,,,,,,,,,,,
,,,,,,,,Ippalavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Ippatla,5,0.001765,,,,,,,,,,,,
,,,,,,,,Irapadu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Irikipenta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Irisiganipalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Iruguvai,8,0.002824,,,,,,,,,,,,
,,,,,,,,Iruvada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Isukatripuravaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Itamvalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Itigullapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Itikala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Itikalakunta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Itikalapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Itimarpuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,J. Annavaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,J.G.Khandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jadabapanapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jagadurthi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jagannadha Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jagannadhapuram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Jagarajupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jagarlamudi,9,0.003177,,,,,,,,,,,,
,,,,,,,,Jagathi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jaggambotla Krishnapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Jaggampeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jakkalacheruvu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jakkidona,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jakkuva,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jaladurgam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jalantrakota,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jallara,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jalliganipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jallivani Pullala Cheruvu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Jalumuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jamachakram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Jamadala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jambapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jambugumpala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jambuvaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jammadevipet,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jammalamadaka,5,0.001765,,,,,,,,,,,,
,,,,,,,,Jammana Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jammu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Jamparakota,7,0.002471,,,,,,,,,,,,
,,,,,,,,Jamukuladinne,3,0.001059,,,,,,,,,,,,
,,,,,,,,Janakavaram Panguluru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Janardhanavaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jandla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jangalapalle,13,0.004589,,,,,,,,,,,,
,,,,,,,,Jangam Narasaya Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jangamaheswarapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Jangamreddi Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jangamreddipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jangareddigudem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Janguluruvelampalem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Jannavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jannivalasa,3,0.001059,,,,,,,,,,,,
,,,,,,,,Jarajam,2,0.000706,,,,,,,,,,,,
,,,,,,,,JARAJAPUPETA,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jarali,7,0.002471,,,,,,,,,,,,
,,,,,,,,Jarravaripalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Jarribadra,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jarugu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jarugukonda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jayapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jayathi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jayavaram,10,0.00353,,,,,,,,,,,,
,,,,,,,,Jillelamudi,7,0.002471,,,,,,,,,,,,
,,,,,,,,Jillellamanda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jiyyammavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jodidharmapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jogannapeta,5,0.001765,,,,,,,,,,,,
,,,,,,,,Jogimpeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jonaga,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jonanki,1,0.000353,,,,,,,,,,,,
,,,,,,,,Joniganuru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Jonna Thali Agraharam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jonnada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jonnagiri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Jonnalakothapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Jowkulapalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Jowkuledudinne,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jowkupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Julakallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Junjurampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Jutur,8,0.002824,,,,,,,,,,,,
,,,,,,,,Jyothi,2,0.000706,,,,,,,,,,,,
,,,,,,,,K. Ch. Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,K.O. Mallavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,K.Rajupalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,K.Uppalapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kacharavedu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kacharlakunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadapagunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kadapayapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadasani Kothapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadasinakuppam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadavakallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadavakuduru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadidoddi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kadimetla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadirayacheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadirikuntlapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadirinathunikota,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kadiripulakunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kadivella,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadumu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kadumur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kaidugani Khandriga,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kaigallu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kaijola,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kakarla,29,0.010237,,,,,,,,,,,,
,,,,,,,,Kakavedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kakulavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kakutur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalachetla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalagara,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kalagatoor,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kalakada,14,0.004942,,,,,,,,,,,,
,,,,,,,,Kalaparthi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kalavagunta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kalavakuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kalavapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kalekurthi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kalibanda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kalicherla,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kaligiri,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kalijavedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalikiri,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kalikirireddivari Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kalikivaya,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kalipi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kalivaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kalludevakunta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kallumadi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kallumarri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kallupalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kallur,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kalluru,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kalluru Agraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kallurupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kalpanayunicheruvu,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kalugotla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kaluzuwwalapadu,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kalva,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kalvagunta,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kalvapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kamachinnaiahpalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kamalakuru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kamalapadu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Kamarupalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kamasamudram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kamatam Mallavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kamavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kambadur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kambakaya,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kambaladinne,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kambalapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kambampadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kambara,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kambavalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kambham Padu,10,0.00353,,,,,,,,,,,,
,,,,,,,,Kambhampalle,13,0.004589,,,,,,,,,,,,
,,,,,,,,Kame Palle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kamepalle Agraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kaminayanipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kammanapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kammasigadam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kammavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kammavaripalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kamsalavandla Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kamuru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kanakaveedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanamanambedu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kanamapacharla Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kancharagunta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kanchugummala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kandakur,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kandalla Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kandanathi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kandisa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kandivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kandlapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kandukur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kandukuru,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kandulur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kanekal,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kangundi R.F,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kanigiri (U),4,0.001412,,,,,,,,,,,,
,,,,,,,,Kanisettipalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kankanala Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kankanam Padu,12,0.004236,,,,,,,,,,,,
,,,,,,,,Kankanam Padu Agraharam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kankanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kannamadakala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kannavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kannemadugu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kannikapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanugamakulapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanumalla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kanumukkala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kanupade,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kanuparthi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kapasakuddi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kappalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kapugodeyavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Karadiguddam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karadikonda,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karagam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karajada,5,0.001765,,,,,,,,,,,,
,,,,,,,,Karakampalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Karasanapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Karidimadugu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Karikera,3,0.001059,,,,,,,,,,,,
,,,,,,,,Karivemula,7,0.002471,,,,,,,,,,,,
,,,,,,,,Karlemma,3,0.001059,,,,,,,,,,,,
,,,,,,,,Karrivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Karrollapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Karumanchi,7,0.002471,,,,,,,,,,,,
,,,,,,,,Karumani Palle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Karvetinagar,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kasanur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kasapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kasaram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kasavarajapura Agraharam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kasidoravalasa,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kasiralla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kata Kani Palle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Katakamayyapeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kataruvani Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kathaluru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Katheragandla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Katikapalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Katikavanikunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Katimayakunta,4,0.001412,,,,,,,,,,,,
,,,,,,,,Katiperi,8,0.002824,,,,,,,,,,,,
,,,,,,,,Katnagallu,4,0.001412,,,,,,,,,,,,
,,,,,,,,Katragunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Katrenipadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Katrimala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kattakinda Palli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kattulakaviti,2,0.000706,,,,,,,,,,,,
,,,,,,,,Katur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Katyacharyulapeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kavala Kuntla,5,0.001765,,,,,,,,,,,,
,,,,,,,,Kavalakuntla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kavali,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kavalipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kaverimaharajula -Agraharam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kaverimaharajulungariagraharam,13,0.004589,,,,,,,,,,,,
,,,,,,,,Kavetigaripalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kaviti,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kedaripuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Keelapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Keelapatla,3,0.001059,,,,,,,,,,,,
,,,,,,,,Keelapudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Keesaraijodu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kekathi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kella,7,0.002471,,,,,,,,,,,,
,,,,,,,,Kellam Palle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Kemiseela,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kempasamudram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kenguva,3,0.001059,,,,,,,,,,,,
,,,,,,,,Kerasingi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Keratam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kesali,2,0.000706,,,,,,,,,,,,
,,,,,,,,Kesapuram,11,0.003883,,,,,,,,,,,,
,,,,,,,,Kesaripada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kesavabhotla Palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Kesavakuppam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Kesipuram,1,0.000353,,,,,,,,,,,,
