District,Count,Capacity,,Mandal,Count,Capacity,,Village,Count,Capacity,,Basin,Count,Capacity,,Subbasin,Count,Capacity,,Microbasin,Count,Capacity
,,,,,,,,Sajjaladinne,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sakhavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sakunala,4,0.001412,,,,,,,,,,,,
,,,,,,,,Sakunalapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Salakalaveedu,19,0.006707,,,,,,,,,,,,
,,,,,,,,Salanuthala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Salihundam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Salipeta,8,0.002824,,,,,,,,,,,,
,,,,,,,,Salur (M),1,0.000353,,,,,,,,,,,,
,,,,,,,,Samanthapudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Samarelli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Samayapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Sambagallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sambannavalasa,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sambepalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Samireddipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sampathikota,8,0.002824,,,,,,,,,,,,
,,,,,,,,Sampathiraoramakrishnapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Samudrapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sanagapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sanampudi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sancham,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sancharala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sandipolam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sanevaripalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Sangala,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sanganapalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Sangapatnam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sangapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sanikavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sanipaya,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sanivada,7,0.002471,,,,,,,,,,,,
,,,,,,,,Sanjeevarao Peta,11,0.003883,,,,,,,,,,,,
,,,,,,,,Sanjeevaraya Puram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sankarabanda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sankarapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sankarayalapeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Santha Kothavalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Santhabommali,6,0.002118,,,,,,,,,,,,
,,,,,,,,Santhakovvur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Santhamaguluru,4,0.001412,,,,,,,,,,,,
,,,,,,,,Santhaseetharampuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Santhebidanur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sarabhavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Saradam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sarakallu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sarampetapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sarangi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Saraswathipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Saraswathivilasapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Saravakota,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sariaboddapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sarimadugu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Saripalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Saruguduguda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sasanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Satha Kodu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sathabi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sathambakam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sathu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Satrawada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Satyajagannadha Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Satyavaram,10,0.00353,,,,,,,,,,,,
,,,,,,,,Savarabanapuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Savaragondi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Savaralingupuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Savarasomanadha Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Savisettipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Seedhi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Seedi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Seegalapalle,8,0.002824,,,,,,,,,,,,
,,,,,,,,Seetanagulavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Seetharama Puram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Seetharampuram  (Near)  Amity,2,0.000706,,,,,,,,,,,,
,,,,,,,,Seetharampuram  (Near) Sivvam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Setlivaripalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Settiballa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Settigunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Settipalle,23,0.008119,,,,,,,,,,,,
,,,,,,,,Settipalle  @  K.Bandarlapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Settipeta,9,0.003177,,,,,,,,,,,,
,,,,,,,,Shakarajupalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Shakthi Ganeswarapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Shalantri,2,0.000706,,,,,,,,,,,,
,,,,,,,,Shamsheer Bahadurpeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Shermahammadpuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Shikaruganji,2,0.000706,,,,,,,,,,,,
,,,,,,,,Shotrium Gundala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Shrotrium Rayampeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Shyamasundarapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sibyala,7,0.002471,,,,,,,,,,,,
,,,,,,,,Siddana Konduru,1,0.000353,,,,,,,,,,,,
,,,,,,,,Siddarampuram,34,0.012002,,,,,,,,,,,,
,,,,,,,,Siddavaram,16,0.005648,,,,,,,,,,,,
,,,,,,,,Siddayapalem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Siddigam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Siddigunta  @  Umama  Heswara Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sidhout,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sigiri Kothapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Sikhavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Silagam,5,0.001765,,,,,,,,,,,,
,,,,,,,,Silagamsingivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Simhadripuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Simharajupuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Singanabanda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Singanalathuru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Singanamala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Singanapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Singanddorapalem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Singannagudem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Singara Botla Palem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Singarampalem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Singarayakonda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Singareddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Singasamudram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Singavaram,9,0.003177,,,,,,,,,,,,
,,,,,,,,Sirekolam,4,0.001412,,,,,,,,,,,,
,,,,,,,,Siriakandi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sirivaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sirusuvada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sitarampuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sivagiri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sivapuram,7,0.002471,,,,,,,,,,,,
,,,,,,,,Sivaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sivaramapuram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Sivarampuram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Sivvam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Soda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sodam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sodiganipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Solipisomarajupeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sollapuram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Somagandi,6,0.002118,,,,,,,,,,,,
,,,,,,,,Somaghatta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Somala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Somarajupalle,6,0.002118,,,,,,,,,,,,
,,,,,,,,Somavaram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Somayajulapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Somidavalasa,3,0.001059,,,,,,,,,,,,
,,,,,,,,Somidevi Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Somireddipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sompalle,15,0.005295,,,,,,,,,,,,
,,,,,,,,Sompuram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Sondipudi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sonnarasanapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Sonnegownipalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Sonnegownnipalle,13,0.004589,,,,,,,,,,,,
,,,,,,,,Sontinooru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sontyam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sorakayalapet,2,0.000706,,,,,,,,,,,,
,,,,,,,,South Ramapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Southpalagiri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sowla Halli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sreekanthapuram  (Rural),3,0.001059,,,,,,,,,,,,
,,,,,,,,Sreerampuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sreerangapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Srijagannadha Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Srikaverirajupuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sriramvalasa,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sriranga Rajapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Srirangam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Srirangampalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Srungara  Sekhara  Rajupuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Srungavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Subbanaidu -Khandriga,1,0.000353,,,,,,,,,,,,
,,,,,,,,Subbaraopeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Subhadrapuram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Suddagundlapalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Suddamalla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sudepalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sudivalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sulakeri,3,0.001059,,,,,,,,,,,,
,,,,,,,,Suluvoy,8,0.002824,,,,,,,,,,,,
,,,,,,,,Sundarada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sundarayyapeta,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sunkidi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sunnada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sunnampadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Sunnampalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Sunnamvarichintala,1,0.000353,,,,,,,,,,,,
,,,,,,,,Suparvarajapuram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Surabhi,9,0.003177,,,,,,,,,,,,
,,,,,,,,Surammapeta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Surampalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Surappakasam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Surapudoravalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Suravaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Surendranagaram,5,0.001765,,,,,,,,,,,,
,,,,,,,,Surepalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Surepalli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Suryamanipuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Susaram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Swayambuvaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Sylada,3,0.001059,,,,,,,,,,,,
,,,,,,,,Syrigam,1,0.000353,,,,,,,,,,,,
,,,,,,,,T Sundupalle,16,0.005648,,,,,,,,,,,,
,,,,,,,,T.D.Parapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,T.Gannavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,T.Lingamdinne,1,0.000353,,,,,,,,,,,,
,,,,,,,,T.Pasalavandla Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,T.Sadum,4,0.001412,,,,,,,,,,,,
,,,,,,,,T.Sadumur,12,0.004236,,,,,,,,,,,,
,,,,,,,,T.Sakibanda,8,0.002824,,,,,,,,,,,,
,,,,,,,,T.Sakirevupalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,T.Salluru,2,0.000706,,,,,,,,,,,,
,,,,,,,,T.Sowdasamudram,7,0.002471,,,,,,,,,,,,
,,,,,,,,T.Sunkesala,1,0.000353,,,,,,,,,,,,
,,,,,,,,T.Velamvaripalle,10,0.00353,,,,,,,,,,,,
,,,,,,,,Tabjula,4,0.001412,,,,,,,,,,,,
,,,,,,,,Tada Khandrika,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tadimarri,4,0.001412,,,,,,,,,,,,
,,,,,,,,Tadivari Palle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Taduku,1,0.000353,,,,,,,,,,,,
,,,,,,,,Takatlabarampuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Takkellapadu,6,0.002118,,,,,,,,,,,,
,,,,,,,,Talakondapadu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Talamarlavandla Palle,14,0.004942,,,,,,,,,,,,
,,,,,,,,Talamudipi,11,0.003883,,,,,,,,,,,,
,,,,,,,,Talaneelamala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Talaricheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Talatariya,14,0.004942,,,,,,,,,,,,
,,,,,,,,Talavaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tallabhadra,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tallakera,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tallampadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tallapaka,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tallapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tallavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tallur,9,0.003177,,,,,,,,,,,,
,,,,,,,,Talupula,28,0.009884,,,,,,,,,,,,
,,,,,,,,Tamarapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tamarapalli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tamarikandijammu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tamatada,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tampa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tampatapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tanakal,5,0.001765,,,,,,,,,,,,
,,,,,,,,Tangalam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tangaradona,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tangedu Malli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tangedukunta,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tangudubilli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tangutur,34,0.012002,,,,,,,,,,,,
,,,,,,,,Tanguturu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tarapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tarigopula,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tarimela,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tarlabylu,5,0.001765,,,,,,,,,,,,
,,,,,,,,Tartur,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tata Kuntla,5,0.001765,,,,,,,,,,,,
,,,,,,,,Taticherla,4,0.001412,,,,,,,,,,,,
,,,,,,,,Tatipadu,7,0.002471,,,,,,,,,,,,
,,,,,,,,Tatiparthi,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tavalam,21,0.007413,,,,,,,,,,,,
,,,,,,,,Tavalamarri,11,0.003883,,,,,,,,,,,,
,,,,,,,,Tedlam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Teegadurthipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tekkali,5,0.001765,,,,,,,,,,,,
,,,,,,,,Tekkalipadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tekulodu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Tekumanda,1,0.000353,,,,,,,,,,,,
,,,,,,,,Telikipenta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tella Devarapalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Tellapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Telukunchi,4,0.001412,,,,,,,,,,,,
,,,,,,,,Teppalavalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Terapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Ternekal,32,0.011296,,,,,,,,,,,,
,,,,,,,,Thadakanapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thaimambapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thakkellapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thalamalla,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thalambedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thallapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thallavalasa,5,0.001765,,,,,,,,,,,,
,,,,,,,,Thalupulapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thamara,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thamballapalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Thambuganipalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thammadehalli,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thammaluru,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thammarajupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thammiganipalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thamvada,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thanavaram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thandemvalasa,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thandrangi,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thangella,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thangellapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thangellapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thangirala Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thangudubilli,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tharigonda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Tharigondarajupalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thathireddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thatiguda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thatiguntapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thatimakulapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thatipaka Jagan Nadha Nagaram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thatipudi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thatneri,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thavanampalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thavanampalle Puttur,6,0.002118,,,,,,,,,,,,
,,,,,,,,Theeda,5,0.001765,,,,,,,,,,,,
,,,,,,,,Theertham,20,0.00706,,,,,,,,,,,,
,,,,,,,,Theethavagunta Palle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Theliki,6,0.002118,,,,,,,,,,,,
,,,,,,,,Theneegalavaripalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thenepalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Thennukharja,2,0.000706,,,,,,,,,,,,
,,,,,,,,Therlam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thettu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thettuguntapalle,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thimma Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thimmaiahpalle,5,0.001765,,,,,,,,,,,,
,,,,,,,,Thimmanayanipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thimmapuram,21,0.007413,,,,,,,,,,,,
,,,,,,,,Thimmareddi Palle,16,0.005648,,,,,,,,,,,,
,,,,,,,,Thimmareddipalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thimmasamudram,8,0.002824,,,,,,,,,,,,
,,,,,,,,Thimmaya Palem,7,0.002471,,,,,,,,,,,,
,,,,,,,,Thippala Devi Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thippaya Palem,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thippayapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thippinaidupalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thippireddigaripalle,9,0.003177,,,,,,,,,,,,
,,,,,,,,Thirumalapuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thirumandyam,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thiruvengalanatharajapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thodumu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thogaragam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thogarakunta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thogiri,4,0.001412,,,,,,,,,,,,
,,,,,,,,Thoka Palle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tholukodu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thondamanadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thondapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thondrangi,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thondur,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thoompayanapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thota Kanuma,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thotacherla,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thotapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thotaravulapadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thotavada,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thripura Sundari Puram,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thudumuladinne,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thukivakam (Rural),2,0.000706,,,,,,,,,,,,
,,,,,,,,Thumbalabeedu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thummagunta,8,0.002824,,,,,,,,,,,,
,,,,,,,,Thummala,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thummala Cheruvu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thummalabylu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thummalamenta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thummarakunta,16,0.005648,,,,,,,,,,,,
,,,,,,,,Thummedalapadu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thumminda,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thumsi,10,0.00353,,,,,,,,,,,,
,,,,,,,,Thumucherla,5,0.001765,,,,,,,,,,,,
,,,,,,,,Thumukunta,16,0.005648,,,,,,,,,,,,
,,,,,,,,Thurakalapatnam,2,0.000706,,,,,,,,,,,,
,,,,,,,,Thurimella,10,0.00353,,,,,,,,,,,,
,,,,,,,,Thurlapalle,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thurpu Koppera Padu,3,0.001059,,,,,,,,,,,,
,,,,,,,,Thurpu Thakkella Padu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thurpuyerraballe,1,0.000353,,,,,,,,,,,,
,,,,,,,,Thuvvapalle,7,0.002471,,,,,,,,,,,,
,,,,,,,,Tiragandla Dinne,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tirugatirallu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tirumalakondamambagaripeta,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tirumalakondamambapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tirumalakuppam,6,0.002118,,,,,,,,,,,,
,,,,,,,,Tirumalarajupuram,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tirupati Palem,4,0.001412,,,,,,,,,,,,
,,,,,,,,Tiruvengamambapuram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tokkolu,1,0.000353,,,,,,,,,,,,
,,,,,,,,Torragudipadu,2,0.000706,,,,,,,,,,,,
,,,,,,,,Totakurapalem,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tripura Puram,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tripuranthakam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tripuranthakapuram Kota,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tuggali,9,0.003177,,,,,,,,,,,,
,,,,,,,,Tumarada,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tumbakonda,4,0.001412,,,,,,,,,,,,
,,,,,,,,Tumbali,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tummalapalem,1,0.000353,,,,,,,,,,,,
,,,,,,,,Tummalur,5,0.001765,,,,,,,,,,,,
,,,,,,,,Tummikapalle,2,0.000706,,,,,,,,,,,,
,,,,,,,,Tungodu,8,0.002824,,,,,,,,,,,,
,,,,,,,,Tungundram,4,0.001412,,,,,,,,,,,,
,,,,,,,,Turakalakota,3,0.001059,,,,,,,,,,,,
,,,,,,,,Turakapalle,1,0.000353,,,,,,,,,,,,
,,,,,,,,Turakasasanam,1,0.000353,,,,,,,,,,,,
,,,,,,,,Turupunaidupalem,3,0.001059,,,,,,,,,,,,
,,,,,,,,U.Rajupalem,1,0.000353,,,,,,,,,,,,
