District,count,,Mandal,Count,,Village,Count,,Basin,Count,,Subbasin,Count,,Microbasin,Count
,,,,,,Kuripirala,11,,,,,,,,,
,,,,,,Kurmapuram,5,,,,,,,,,
,,,,,,Kurmarajupeta,14,,,,,,,,,
,,,,,,Kurnur,113,,,,,,,,,
,,,,,,Kurukunda,123,,,,,,,,,
,,,,,,Kurukutti,4,,,,,,,,,
,,,,,,Kurumaddali,56,,,,,,,,,
,,,,,,Kurupam,52,,,,,,,,,
,,,,,,Kuruvalli,23,,,,,,,,,
,,,,,,Kuruvanagalapuram,60,,,,,,,,,
,,,,,,Kusalapuram,3,,,,,,,,,
,,,,,,Kusumuru,62,,,,,,,,,
,,,,,,Kutagundla,137,,,,,,,,,
,,,,,,Kyapa,65,,,,,,,,,
,,,,,,Laddagiri,587,,,,,,,,,
,,,,,,Lakkasagaram,132,,,,,,,,,
,,,,,,Lakkavaram,248,,,,,,,,,
,,,,,,Lakshmakka Palle,66,,,,,,,,,
,,,,,,Lakshmi Narayana Puram,125,,,,,,,,,
,,,,,,Lakshmi Puram,2,,,,,,,,,
,,,,,,Lakshminarasimha Puram,8,,,,,,,,,
,,,,,,Lakshmipuram,171,,,,,,,,,
,,,,,,Lalapuram,1,,,,,,,,,
,,,,,,Lanja Banda,366,,,,,,,,,
,,,,,,Lanja Kota,216,,,,,,,,,
,,,,,,Lankapalle,52,,,,,,,,,
,,,,,,Lankapalle  Lanka,88,,,,,,,,,
,,,,,,Lankapalle Agraharam,12,,,,,,,,,
,,,,,,Lankojana Palle,112,,,,,,,,,
,,,,,,Latchanna Valasa,1,,,,,,,,,
,,,,,,Latchirajupeta,1,,,,,,,,,
,,,,,,Lavidam,5,,,,,,,,,
,,,,,,Laxmapuram,489,,,,,,,,,
,,,,,,Laxminagaram Forest,74,,,,,,,,,
,,,,,,Laxminarsupeta (Pedakota),11,,,,,,,,,
,,,,,,Laxmipuram,251,,,,,,,,,
,,,,,,Lebaka,89,,,,,,,,,
,,,,,,Lebaka Manga Mamba Puram,341,,,,,,,,,
,,,,,,Lella Palle,503,,,,,,,,,
,,,,,,Lellapudi,1,,,,,,,,,
,,,,,,Letapalle,131,,,,,,,,,
,,,,,,Linga Puram,54,,,,,,,,,
,,,,,,Lingadahalli,51,,,,,,,,,
,,,,,,Lingagudem,14,,,,,,,,,
,,,,,,Lingala,263,,,,,,,,,
,,,,,,Lingaladinne,25,,,,,,,,,
,,,,,,Lingalapadu,15,,,,,,,,,
,,,,,,Lingam Dinne,111,,,,,,,,,
,,,,,,Lingam Gunta,94,,,,,,,,,
,,,,,,Lingamdinne,14,,,,,,,,,
,,,,,,Lingampalle,106,,,,,,,,,
,,,,,,Lingamvani Palle,8,,,,,,,,,
,,,,,,Linganenidoddi,24,,,,,,,,,
,,,,,,Lingapuram,79,,,,,,,,,
,,,,,,Lingapuram Khandrika,22,,,,,,,,,
,,,,,,Lingareddi Palle,11,,,,,,,,,
,,,,,,Lingasamudram,131,,,,,,,,,
,,,,,,Lingavaram,1,,,,,,,,,
,,,,,,Lingojipuram,25,,,,,,,,,
,,,,,,Locherla,17,,,,,,,,,
,,,,,,Loddipalle,93,,,,,,,,,
,,,,,,Lopudi,94,,,,,,,,,
,,,,,,Loya,35,,,,,,,,,
,,,,,,M.Chintakunta,5,,,,,,,,,
,,,,,,M.Krishnapuram,12,,,,,,,,,
,,,,,,M.Nidamalur,110,,,,,,,,,
,,,,,,Machanur,14,,,,,,,,,
,,,,,,Machapuram,112,,,,,,,,,
,,,,,,Machavaram,244,,,,,,,,,
,,,,,,Machupalle,211,,,,,,,,,
,,,,,,Madalavari Palem,32,,,,,,,,,
,,,,,,Madanagopalapuram,28,,,,,,,,,
,,,,,,Madanur,768,,,,,,,,,
,,,,,,Maddi Lingadahalli,3,,,,,,,,,
,,,,,,Maddigatla,147,,,,,,,,,
,,,,,,Maddikera (West),3,,,,,,,,,
,,,,,,Maddikera Agraharam,152,,,,,,,,,
,,,,,,Maddipadu,60,,,,,,,,,
,,,,,,Maddipatla,3,,,,,,,,,
,,,,,,Maddirala Padu,7,,,,,,,,,
,,,,,,Maddulaparva,85,,,,,,,,,
,,,,,,Maddur,89,,,,,,,,,
,,,,,,Madduru,314,,,,,,,,,
,,,,,,Madhana Pullala Cheruvu,306,,,,,,,,,
,,,,,,Madhava Puram,1,,,,,,,,,
,,,,,,Madhavani Palle,26,,,,,,,,,
,,,,,,Madhavaram,838,,,,,,,,,
,,,,,,Madhavaram (East),20,,,,,,,,,
,,,,,,Madhavaram (West),53,,,,,,,,,
,,,,,,Madhirapadu,31,,,,,,,,,
,,,,,,Madhupada,2,,,,,,,,,
,,,,,,Madhurapuram,62,,,,,,,,,
,,,,,,Madicherla,355,,,,,,,,,
,,,,,,Madire,22,,,,,,,,,
,,,,,,Magallu,238,,,,,,,,,
,,,,,,Magutur,235,,,,,,,,,
,,,,,,Mahadevapalle,110,,,,,,,,,
,,,,,,Mahadevapuram,282,,,,,,,,,
,,,,,,Maheswarapuram,3,,,,,,,,,
,,,,,,Majeru,15,,,,,,,,,
,,,,,,Makkapeta,81,,,,,,,,,
,,,,,,Makkuva,1,,,,,,,,,
,,,,,,Mala Konda Rayunipalem,11,,,,,,,,,
,,,,,,Malakapuram,139,,,,,,,,,
,,,,,,Malakondapuram,24,,,,,,,,,
,,,,,,Malapalle,36,,,,,,,,,
,,,,,,Malepadu,85,,,,,,,,,
,,,,,,Malkapuram,544,,,,,,,,,
,,,,,,Mallam Peta,254,,,,,,,,,
,,,,,,Mallampalle,17,,,,,,,,,
,,,,,,Mallampeta,1,,,,,,,,,
,,,,,,Mallanahatti,98,,,,,,,,,
,,,,,,Mallavaram,88,,,,,,,,,
,,,,,,Mallavilli,424,,,,,,,,,
,,,,,,Mallavolu,4,,,,,,,,,
,,,,,,Mallaya Palem,4,,,,,,,,,
,,,,,,Mallela,65,,,,,,,,,
,,,,,,Mallepalle,57,,,,,,,,,
,,,,,,Malleswaram,19,,,,,,,,,
,,,,,,Malliboinapalle,26,,,,,,,,,
,,,,,,Mallur,32,,,,,,,,,
,,,,,,Malyada,25,,,,,,,,,
,,,,,,Malyala,130,,,,,,,,,
,,,,,,Malyavanthuni Padu,148,,,,,,,,,
,,,,,,Mamidivalasa,1,,,,,,,,,
,,,,,,Mamillapalle,3,,,,,,,,,
,,,,,,Manamadugu,38,,,,,,,,,
,,,,,,Manchala,48,,,,,,,,,
,,,,,,Manchalakatta,22,,,,,,,,,
,,,,,,Manchikalapadu,31,,,,,,,,,
,,,,,,Mandagiri (Rural),41,,,,,,,,,
,,,,,,Mandaloor,159,,,,,,,,,
,,,,,,Mandapadu (Rural),2,,,,,,,,,
,,,,,,Mandapalle,56,,,,,,,,,
,,,,,,Mandiravalasa,10,,,,,,,,,
,,,,,,Mandlem,568,,,,,,,,,
,,,,,,Mane Palle,10,,,,,,,,,
,,,,,,Mangala Kunta,90,,,,,,,,,
,,,,,,Mangaladri Puram,35,,,,,,,,,
,,,,,,Mangalapuram,6,,,,,,,,,
,,,,,,Mangampeta,12,,,,,,,,,
,,,,,,Mangamuru,34,,,,,,,,,
,,,,,,Mangapalle,39,,,,,,,,,
,,,,,,Manginapadu,1,,,,,,,,,
,,,,,,Manginapudi,257,,,,,,,,,
,,,,,,Mangollu,74,,,,,,,,,
,,,,,,Mani Keswaram,41,,,,,,,,,
,,,,,,Manikonda,479,,,,,,,,,
,,,,,,Manikurthi,6,,,,,,,,,
,,,,,,Mankollu,22,,,,,,,,,
,,,,,,Mannegunta,77,,,,,,,,,
,,,,,,Mannepalle,992,,,,,,,,,
,,,,,,Manneti Kota,216,,,,,,,,,
,,,,,,Mantada,57,,,,,,,,,
,,,,,,Mantapampalle,224,,,,,,,,,
,,,,,,Manthena,106,,,,,,,,,
,,,,,,Mantriki,158,,,,,,,,,
,,,,,,Manyapuripeta,4,,,,,,,,,
,,,,,,Marakattu,68,,,,,,,,,
,,,,,,Marali,50,,,,,,,,,
,,,,,,Marapagunta,73,,,,,,,,,
,,,,,,Maredumaka,38,,,,,,,,,
,,,,,,Marella,288,,,,,,,,,
,,,,,,Marellamadaka,50,,,,,,,,,
,,,,,,Marepalle,258,,,,,,,,,
,,,,,,Mariapalle,2,,,,,,,,,
,,,,,,Maripalle,11,,,,,,,,,
,,,,,,Markapur (M),9,,,,,,,,,
,,,,,,Markapur (Rural),83,,,,,,,,,
,,,,,,Markondaputti,12,,,,,,,,,
,,,,,,Marlamadiki,62,,,,,,,,,
,,,,,,Marlapadu,99,,,,,,,,,
,,,,,,Marri Palem,37,,,,,,,,,
,,,,,,Marribandam,64,,,,,,,,,
,,,,,,Marripudi,648,,,,,,,,,
,,,,,,Marrivada,46,,,,,,,,,
,,,,,,Marrivalasa,2,,,,,,,,,
,,,,,,Marrivemula,253,,,,,,,,,
,,,,,,Martur,181,,,,,,,,,
,,,,,,Masapeta,53,,,,,,,,,
,,,,,,Maseedagraharam,3,,,,,,,,,
,,,,,,Maseedupuram,308,,,,,,,,,
,,,,,,Matam Santhampalle,2,,,,,,,,,
,,,,,,Mathumuru,3,,,,,,,,,
,,,,,,Matti Padu,55,,,,,,,,,
,,,,,,Mayalur,64,,,,,,,,,
,,,,,,Medanulu Vengana Palle,50,,,,,,,,,
,,,,,,Medapi,572,,,,,,,,,
,,,,,,Medehal,48,,,,,,,,,
,,,,,,Medipalem,8,,,,,,,,,
,,,,,,Meduru,334,,,,,,,,,
,,,,,,Meedipentla,485,,,,,,,,,
,,,,,,Meedivemula,15,,,,,,,,,
,,,,,,Meerapuram,14,,,,,,,,,
,,,,,,Meerja Peta,122,,,,,,,,,
,,,,,,Meesalapeta,1,,,,,,,,,
,,,,,,Mekapadu (Z),38,,,,,,,,,
,,,,,,Mellamarru,9,,,,,,,,,
,,,,,,Mellamarthi Lanka,144,,,,,,,,,
,,,,,,Merakagudem,2,,,,,,,,,
,,,,,,Merakamudidam,35,,,,,,,,,
,,,,,,Merakanapalle,109,,,,,,,,,
,,,,,,Metlapalle,64,,,,,,,,,
,,,,,,Mettapalle,31,,,,,,,,,
,,,,,,Mettupalle,482,,,,,,,,,
,,,,,,Midthur,345,,,,,,,,,
,,,,,,Mikkinenipalle,112,,,,,,,,,
,,,,,,Millampalle,481,,,,,,,,,
,,,,,,Mir Imam Palem,7,,,,,,,,,
,,,,,,Mirapuram,35,,,,,,,,,
,,,,,,Miriam Palle,164,,,,,,,,,
,,,,,,Mirijapuram,84,,,,,,,,,
,,,,,,Mirthivalasa,5,,,,,,,,,
,,,,,,Mitnala,6,,,,,,,,,
,,,,,,Mittakandala,134,,,,,,,,,
,,,,,,Mittalapalle,195,,,,,,,,,
,,,,,,Mittapalem,347,,,,,,,,,
,,,,,,Mittapalle,229,,,,,,,,,
,,,,,,Mittasompuram,44,,,,,,,,,
,,,,,,Mocherla,6,,,,,,,,,
,,,,,,Modam Palle,103,,,,,,,,,
,,,,,,Modepalle,258,,,,,,,,,
,,,,,,Moduguvalasa,1,,,,,,,,,
,,,,,,Modumudi,37,,,,,,,,,
,,,,,,Mogallur,88,,,,,,,,,
,,,,,,Mogilicherla,174,,,,,,,,,
,,,,,,Moguluru,39,,,,,,,,,
,,,,,,Mohammada Puram,17,,,,,,,,,
,,,,,,Mohiddin Puram,112,,,,,,,,,
,,,,,,Moidavijayaram Puram,9,,,,,,,,,
,,,,,,Moillacheruvu,137,,,,,,,,,
,,,,,,Mokhasa Narasannapalem,80,,,,,,,,,
,,,,,,Mokhasadandigam,3,,,,,,,,,
,,,,,,Mokhasaduggi Valasa,24,,,,,,,,,
,,,,,,Moksha Gundum,138,,,,,,,,,
,,,,,,Molagavalli,6,,,,,,,,,
,,,,,,Moolapalle,31,,,,,,,,,
,,,,,,Moolasagaram (Rural),58,,,,,,,,,
,,,,,,Mopadu,193,,,,,,,,,
,,,,,,Mopidevi,73,,,,,,,,,
,,,,,,Mopidevi Lanka,257,,,,,,,,,
,,,,,,Morsapudi,108,,,,,,,,,
,,,,,,Morusumilli,221,,,,,,,,,
,,,,,,Mosuru,49,,,,,,,,,
,,,,,,Motakatla,29,,,,,,,,,
,,,,,,Motakothuru,8,,,,,,,,,
,,,,,,Mothukur,176,,,,,,,,,
,,,,,,Motravulapadu,15,,,,,,,,,
,,,,,,Mottu Palle,27,,,,,,,,,
,,,,,,Motu Palle,60,,,,,,,,,
,,,,,,Moturu,18,,,,,,,,,
,,,,,,Movva,249,,,,,,,,,
,,,,,,Muchalapuri,46,,,,,,,,,
,,,,,,Muchigeri,71,,,,,,,,,
,,,,,,Muchintala @ Bodapadu,72,,,,,,,,,
,,,,,,Muchumarri,117,,,,,,,,,
,,,,,,Mudaramdoddi,4,,,,,,,,,
,,,,,,Muddada,36,,,,,,,,,
,,,,,,Muddanagiri,49,,,,,,,,,
,,,,,,Muddanapalle,4,,,,,,,,,
,,,,,,Muddapadu,113,,,,,,,,,
,,,,,,Muddatamagi,118,,,,,,,,,
,,,,,,Muddavaram,134,,,,,,,,,
,,,,,,Mudigedu,83,,,,,,,,,
,,,,,,Mudumala,184,,,,,,,,,
,,,,,,Mudumalagurthy,130,,,,,,,,,
,,,,,,Mudunuru,216,,,,,,,,,
,,,,,,Muga Chinthala,48,,,,,,,,,
,,,,,,Mugachintala,136,,,,,,,,,
,,,,,,mugada,17,,,,,,,,,
,,,,,,Mugadavalasa,4,,,,,,,,,
,,,,,,Mugathi,301,,,,,,,,,
,,,,,,Mugumangondi,88,,,,,,,,,
,,,,,,Mukavalasa,1,,,,,,,,,
,,,,,,Mukkamalla,32,,,,,,,,,
,,,,,,Mukkapadu,10,,,,,,,,,
,,,,,,Mukkella,158,,,,,,,,,
,,,,,,Mukkollu,2,,,,,,,,,
,,,,,,Mukkollupadu,388,,,,,,,,,
,,,,,,Mukteswarapuram,62,,,,,,,,,
,,,,,,Mulaga,3,,,,,,,,,
,,,,,,Mulakalapalle,22,,,,,,,,,
,,,,,,Mulakalapanta,2,,,,,,,,,
,,,,,,Mulakkayavalasa,10,,,,,,,,,
,,,,,,Mulapadu,60,,,,,,,,,
,,,,,,Mulapalle,62,,,,,,,,,
,,,,,,Mulavalasa,1,,,,,,,,,
,,,,,,Mullapudi,40,,,,,,,,,
,,,,,,Mulugundam,133,,,,,,,,,
,,,,,,Munagacherla,11,,,,,,,,,
,,,,,,Munagala,149,,,,,,,,,
,,,,,,Munagala Palle,47,,,,,,,,,
,,,,,,Munagapadu,458,,,,,,,,,
,,,,,,Mundla Padu,402,,,,,,,,,
,,,,,,Mundlamuru,282,,,,,,,,,
,,,,,,Mundlapadu,59,,,,,,,,,
,,,,,,Munimadugu,66,,,,,,,,,
,,,,,,Munnaluru,73,,,,,,,,,
,,,,,,Munukulla,140,,,,,,,,,
,,,,,,Muppala Padu,77,,,,,,,,,
,,,,,,Muppalla,206,,,,,,,,,
,,,,,,Muppavaram,81,,,,,,,,,
,,,,,,Muragadam,14,,,,,,,,,
,,,,,,Murikipudi,19,,,,,,,,,
,,,,,,Murugammi,266,,,,,,,,,
,,,,,,Murvakonda,20,,,,,,,,,
,,,,,,Musalimadugu,5,,,,,,,,,
,,,,,,Musanahalli,6,,,,,,,,,
,,,,,,Mustikuntla,88,,,,,,,,,
,,,,,,Mustla Gangavaram,89,,,,,,,,,
,,,,,,Musunoor,190,,,,,,,,,
,,,,,,Musunuru,385,,,,,,,,,
,,,,,,Mutchinapalle,208,,,,,,,,,
,,,,,,Muthaloor,258,,,,,,,,,
,,,,,,Muthkur,163,,,,,,,,,
,,,,,,Muthukuru,114,,,,,,,,,
,,,,,,Muthyalapadu,72,,,,,,,,,
,,,,,,Mutukula,370,,,,,,,,,
,,,,,,Mutyalapadu,271,,,,,,,,,
,,,,,,Myakadona,149,,,,,,,,,
,,,,,,Myaliganur,65,,,,,,,,,
,,,,,,Mylavaram,354,,,,,,,,,
,,,,,,Mynampadu,9,,,,,,,,,
,,,,,,N.Konthalapadu,10,,,,,,,,,
,,,,,,N.Pothavaram,26,,,,,,,,,
,,,,,,N.V.V. Khandrika,6,,,,,,,,,
,,,,,,Nadakuduru,153,,,,,,,,,
,,,,,,Nadichagi,76,,,,,,,,,
,,,,,,Nadikhairavadi,158,,,,,,,,,
,,,,,,Nadim Palle,14,,,,,,,,,
,,,,,,Nadim Tiruvuru,70,,,,,,,,,
,,,,,,Nadimpallivari Khandrika,273,,,,,,,,,
,,,,,,Nadupuru,46,,,,,,,,,
,,,,,,Nagaladinne,34,,,,,,,,,
,,,,,,Nagallavalasa,7,,,,,,,,,
,,,,,,Nagalooty,113,,,,,,,,,
,,,,,,Nagambhotla Palem,1390,,,,,,,,,
,,,,,,Nagampalle,12,,,,,,,,,
,,,,,,Naganathana Halli,45,,,,,,,,,
,,,,,,Nagandla,38,,,,,,,,,
,,,,,,Nagaradona,50,,,,,,,,,
,,,,,,Nagaraju Gunta,6,,,,,,,,,
,,,,,,Nagaraju Palle,187,,,,,,,,,
,,,,,,Nagarakanvi,25,,,,,,,,,
,,,,,,Nagarur,50,,,,,,,,,
,,,,,,Nagatoor,254,,,,,,,,,
,,,,,,Nagavarappadu,4,,,,,,,,,
,,,,,,Nagayatippa,27,,,,,,,,,
,,,,,,Nagendla Mudupu,19,,,,,,,,,
,,,,,,Nagireddipalle,144,,,,,,,,,
,,,,,,Nagireddy Palle,128,,,,,,,,,
,,,,,,Nagulavaram,5,,,,,,,,,
,,,,,,Naguluppala Padu,6,,,,,,,,,
,,,,,,Naguluru,137,,,,,,,,,
,,,,,,Naguru,11,,,,,,,,,
,,,,,,Naiduvalasa,1,,,,,,,,,
,,,,,,Naladalapur,3,,,,,,,,,
,,,,,,Nalagampalle,38,,,,,,,,,
,,,,,,Nalakadoddi,223,,,,,,,,,
,,,,,,Nallachelimal,202,,,,,,,,,
,,,,,,Nallacheruvu,4,,,,,,,,,
,,,,,,Nallacheruvupalle,123,,,,,,,,,
,,,,,,Nallagandla,42,,,,,,,,,
,,,,,,Nallagatla,86,,,,,,,,,
,,,,,,Nallaguntla,98,,,,,,,,,
,,,,,,Nallakalva,540,,,,,,,,,
,,,,,,Nallamadugula,32,,,,,,,,,
,,,,,,Nallappareddiyuru,1,,,,,,,,,
,,,,,,Nallathimmayapalle,121,,,,,,,,,
,,,,,,Nallavemula,308,,,,,,,,,
,,,,,,Nallingayapalle,12,,,,,,,,,
,,,,,,Namassivaya Puram,6,,,,,,,,,
,,,,,,Namatheertham,117,,,,,,,,,
,,,,,,Nancharla,34,,,,,,,,,
,,,,,,Nanda,1,,,,,,,,,
,,,,,,Nandabalaga,96,,,,,,,,,
,,,,,,Nandakottula Ghasila,2,,,,,,,,,
,,,,,,Nandalur,179,,,,,,,,,
,,,,,,Nandaluru,35,,,,,,,,,
,,,,,,Nandamuru,101,,,,,,,,,
,,,,,,Nandanavanam,23,,,,,,,,,
,,,,,,Nandavaram,312,,,,,,,,,
,,,,,,Nandi Kotkur,280,,,,,,,,,
,,,,,,Nandi Palem,104,,,,,,,,,
,,,,,,Nandigam,13,,,,,,,,,
,,,,,,Nandigama,308,,,,,,,,,
,,,,,,Nandigama Altipalem,28,,,,,,,,,
,,,,,,Nandikunta,93,,,,,,,,,
,,,,,,Nandimandalam,9,,,,,,,,,
,,,,,,Nandipadu,114,,,,,,,,,
,,,,,,Nandipalle,498,,,,,,,,,
,,,,,,Nandivargam,81,,,,,,,,,
,,,,,,Nandyal (Rural),146,,,,,,,,,
,,,,,,Nanjampeta,2,,,,,,,,,
,,,,,,Nannur,369,,,,,,,,,
,,,,,,Nannurupadu,6,,,,,,,,,
,,,,,,Narampeta,1,,,,,,,,,
,,,,,,Naranapuram,34,,,,,,,,,
,,,,,,Narannaiduvalasa,1,,,,,,,,,
,,,,,,Narasapuram,1064,,,,,,,,,
,,,,,,Narasayagudem,4,,,,,,,,,
,,,,,,Narasayapalem,1,,,,,,,,,
,,,,,,Narasimha Puram,12,,,,,,,,,
,,,,,,Narasimhanayani Khandrika,41,,,,,,,,,
,,,,,,Narasimhanayuni Palem,15,,,,,,,,,
,,,,,,Narasimhapuram,3,,,,,,,,,
,,,,,,Narasimharaopalem,68,,,,,,,,,
,,,,,,Narasimhuni Palle,59,,,,,,,,,
,,,,,,Narasingapalem,21,,,,,,,,,
,,,,,,Narasingapuram,175,,,,,,,,,
,,,,,,Narasingolu,18,,,,,,,,,
,,,,,,Narava,18,,,,,,,,,
,,,,,,Narayanapuram,192,,,,,,,,,
,,,,,,Narayanarajupeta,41,,,,,,,,,
,,,,,,Narayanareddipalle,2,,,,,,,,,
,,,,,,Narikampadu,1,,,,,,,,,
,,,,,,Narikedalapalem,1,,,,,,,,,
,,,,,,Narlapuram,12,,,,,,,,,
,,,,,,Narsepalle,151,,,,,,,,,
,,,,,,Narsipuram,1,,,,,,,,,
,,,,,,Narsupet,102,,,,,,,,,
,,,,,,Narukullapadu,60,,,,,,,,,
,,,,,,Nawabpalem,21,,,,,,,,,
,,,,,,Nawabpeta,71,,,,,,,,,
,,,,,,Nayakallu,189,,,,,,,,,
,,,,,,Nayani Palli (Rural),302,,,,,,,,,
,,,,,,Nayudupalem,5,,,,,,,,,
,,,,,,Nayunipalle,62,,,,,,,,,
,,,,,,Neelakanta Puram,36,,,,,,,,,
,,,,,,Neelamrajupeta,3,,,,,,,,,
,,,,,,Nekanapuram,85,,,,,,,,,
,,,,,,Nekunambad,21,,,,,,,,,
,,,,,,Nekunambadu,45,,,,,,,,,
,,,,,,Nekunampuram   @   Pokur,261,,,,,,,,,
,,,,,,Nelakosigi,84,,,,,,,,,
,,,,,,Nelampadu,80,,,,,,,,,
,,,,,,Nelatur,1,,,,,,,,,
,,,,,,Neliparti,33,,,,,,,,,
,,,,,,Nelivada,1,,,,,,,,,
,,,,,,NELLIMARLA,20,,,,,,,,,
,,,,,,Nemakal,13,,,,,,,,,
,,,,,,Nemalam,13,,,,,,,,,
,,,,,,Nemali,74,,,,,,,,,
,,,,,,Nemmikuru,10,,,,,,,,,
,,,,,,Nennurupadu,111,,,,,,,,,
,,,,,,Neppalle,31,,,,,,,,,
,,,,,,Neraniki,113,,,,,,,,,
,,,,,,Nerawada,8,,,,,,,,,
,,,,,,Neredu Palle,208,,,,,,,,,
,,,,,,Nereducherla,38,,,,,,,,,
,,,,,,Nersupalle,78,,,,,,,,,
,,,,,,Neruduppala,63,,,,,,,,,
,,,,,,Nettekal,47,,,,,,,,,
,,,,,,Nibhanupudi,2,,,,,,,,,
,,,,,,Nichenametla,99,,,,,,,,,
,,,,,,Nidamanur,2,,,,,,,,,
,,,,,,Nidamanuru,72,,,,,,,,,
,,,,,,Nidizivve,24,,,,,,,,,
,,,,,,Nidumolu,11,,,,,,,,,
,,,,,,Nidzur,38,,,,,,,,,
,,,,,,Nikaram Palle,75,,,,,,,,,
,,,,,,Niluvugondla,284,,,,,,,,,
,,,,,,Nimmagadda,31,,,,,,,,,
,,,,,,Nimmalavalasa,45,,,,,,,,,
,,,,,,Nimmavaram,60,,,,,,,,,
,,,,,,Nippatlapadu,285,,,,,,,,,
,,,,,,Nirmanapuram,117,,,,,,,,,
,,,,,,Nissankapuram,9,,,,,,,,,
,,,,,,Nitravatti,68,,,,,,,,,
,,,,,,Nookinenipalle,20,,,,,,,,,
,,,,,,Nooliveedu,376,,,,,,,,,
,,,,,,Noonepalle (Rural),27,,,,,,,,,
,,,,,,Noothanapalle,166,,,,,,,,,
,,,,,,North Chiruvolulanka,282,,,,,,,,,
,,,,,,North Valluru,210,,,,,,,,,
,,,,,,Northpalagiri,187,,,,,,,,,
,,,,,,Nossam,165,,,,,,,,,
,,,,,,Nowlekal,163,,,,,,,,,
,,,,,,Nugondapalle,5,,,,,,,,,
,,,,,,Nukavaram,8,,,,,,,,,
,,,,,,Nunna,339,,,,,,,,,
,,,,,,Nuzella Palle,162,,,,,,,,,
,,,,,,Nuzvid (M),2,,,,,,,,,
,,,,,,NUZVID (Rural),289,,,,,,,,,
,,,,,,Obaya Palle,105,,,,,,,,,
,,,,,,Obulakka Palle,89,,,,,,,,,
,,,,,,Obulakkapalle,62,,,,,,,,,
,,,,,,Obulampalle,154,,,,,,,,,
,,,,,,Obulapuram,17,,,,,,,,,
,,,,,,Oddulameraka,14,,,,,,,,,
,,,,,,Ogirala,6,,,,,,,,,
,,,,,,Ogur,19,,,,,,,,,
,,,,,,Ondrampadu,9,,,,,,,,,
,,,,,,Ondutla,127,,,,,,,,,
,,,,,,Orvakal,177,,,,,,,,,
,,,,,,Owk,142,,,,,,,,,
,,,,,,P.Kotakonda,124,,,,,,,,,
,,,,,,P.Venkampeta,1,,,,,,,,,
,,,,,,Pachala Venkata Puram,77,,,,,,,,,
,,,,,,Pachavabala Gopalapuram,55,,,,,,,,,
,,,,,,Pachikalapadu,3,,,,,,,,,
,,,,,,Padakandla,353,,,,,,,,,
,,,,,,Padamara Lakshmipuram,40,,,,,,,,,
,,,,,,Padamati Thakkella Padu,10,,,,,,,,,
,,,,,,Padamati Venkata Puram,54,,,,,,,,,
,,,,,,Padamatinaidupalem,239,,,,,,,,,
,,,,,,Padarthi,998,,,,,,,,,
,,,,,,Padigalakuppam,16,,,,,,,,,
,,,,,,Padikondalapalem,100,,,,,,,,,
,,,,,,Padmapuram,9,,,,,,,,,
,,,,,,Pagadalapalle,48,,,,,,,,,
,,,,,,Pagidiroy,39,,,,,,,,,
,,,,,,Pagidyala,185,,,,,,,,,
,,,,,,Pagolu,93,,,,,,,,,
,,,,,,Pagulachennuru,15,,,,,,,,,
,,,,,,Paidi Padu,143,,,,,,,,,
,,,,,,Paidikalva,32,,,,,,,,,
,,,,,,Paipalyam,3,,,,,,,,,
,,,,,,Pakala,75,,,,,,,,,
,,,,,,Pakki,2,,,,,,,,,
,,,,,,Palakaveedu,90,,,,,,,,,
,,,,,,Palakolanu,77,,,,,,,,,
,,,,,,Palakurthy,105,,,,,,,,,
,,,,,,Palasagaram,77,,,,,,,,,
,,,,,,Palavalasa,214,,,,,,,,,
,,,,,,Paleti Padu,19,,,,,,,,,
,,,,,,Paleti Padumacharlavari Khandrika,2,,,,,,,,,
,,,,,,Palla Malli,468,,,,,,,,,
,,,,,,Pallagiri,3,,,,,,,,,
,,,,,,Pallampalle,1,,,,,,,,,
,,,,,,Pallerlamudi,195,,,,,,,,,
,,,,,,Pallipadu,42,,,,,,,,,
,,,,,,Palluru,52,,,,,,,,,
,,,,,,Paltheru,4,,,,,,,,,
,,,,,,Palugurallapalle,3,,,,,,,,,
,,,,,,Palukudoddi,197,,,,,,,,,
,,,,,,Palukur,245,,,,,,,,,
,,,,,,Palur,90,,,,,,,,,
,,,,,,Pamarru,79,,,,,,,,,
,,,,,,Pamidi Padu,32,,,,,,,,,
,,,,,,Pamidimukkala,119,,,,,,,,,
,,,,,,Pamulapadu,679,,,,,,,,,
,,,,,,Pamulur,75,,,,,,,,,
,,,,,,Pamur,75,,,,,,,,,
,,,,,,Panasabhadra,1,,,,,,,,,
,,,,,,Panchali,8,,,,,,,,,
,,,,,,Panchalingala,89,,,,,,,,,
,,,,,,Pandalapadu,81,,,,,,,,,
,,,,,,Pandavagallu,80,,,,,,,,,
,,,,,,Pandikona,360,,,,,,,,,
,,,,,,Pandikunta,1,,,,,,,,,
,,,,,,Pandilla Palle,81,,,,,,,,,
,,,,,,Pandillapalle,91,,,,,,,,,
,,,,,,Pandipadu,3,,,,,,,,,
,,,,,,Pandirimamidi Valasa,5,,,,,,,,,
,,,,,,Pandlapuram,653,,,,,,,,,
,,,,,,Panduva,44,,,,,,,,,
,,,,,,Panduva Nagula Varam,82,,,,,,,,,
,,,,,,Pandyalamadugu,6,,,,,,,,,
,,,,,,Paningapalle,16,,,,,,,,,
,,,,,,Pannuru,172,,,,,,,,,
